1,0,17,
2,0,18,
3,0,16,
4,0,27,
5,0,28,
6,0,26,
7,0,28,
8,0,31,
9,0,27,
10,0,31,
11,0,31,
12,0,31,
13,0,31,
14,0,33,
15,0,36,
16,0,35,
17,0,37,
18,0,37,
19,0,40,
20,0,46,
21,0,46,
22,0,45,
23,0,51,
24,0,45,
25,0,85,
26,0,70,
27,0,49,
28,0,47,
29,0,52,
30,0,56,
31,0,64,
32,0,53,
33,0,56,
34,0,49,
35,0,53,
36,0,58,
37,0,60,
38,0,66,
39,0,59,
40,0,64,
41,0,65,
42,0,71,
43,0,68,
44,0,67,
45,0,66,
46,0,68,
47,0,77,
48,0,71,
49,0,72,
50,0,73,
51,0,70,
52,0,73,
53,0,73,
54,0,78,
55,0,73,
56,0,73,
57,0,71,
58,0,74,
59,0,81,
60,0,78,
61,0,76,
62,0,82,
63,0,80,
64,0,78,
65,0,81,
66,0,85,
67,0,79,
68,0,84,
69,0,85,
70,0,80,
71,0,86,
72,0,93,
73,0,88,
74,0,91,
75,0,88,
76,0,91,
77,0,93,
78,0,97,
79,0,91,
80,0,91,
81,0,104,
82,0,95,
83,0,93,
84,0,97,
85,0,97,
86,0,94,
87,0,105,
88,0,106,
89,0,103,
90,0,102,
91,0,100,
92,0,102,
93,0,101,
94,0,106,
95,0,107,
96,0,106,
97,0,108,
98,0,116,
99,0,115,
100,0,115,
